14g42KnXkRFfR8cUtS5tReprjeNvGQKW9v,14g42KnXkRFfR8cUtS5tReprjeNvGQKW9v,-15.483929809999998
bc1q3dturs24hhq3ae4w5sl7yv8gweqh5y0kewjqgc,bc1q3dturs24hhq3ae4w5sl7yv8gweqh5y0kewjqgc,0.00370053
17iPQgv9hSmXaoTDq2RA9a4AstvPQxLE1k,17iPQgv9hSmXaoTDq2RA9a4AstvPQxLE1k,2.45391103
1BdaBGsmnrG5aFc17azcRJaTdcMKwJ12hw,1BdaBGsmnrG5aFc17azcRJaTdcMKwJ12hw,0.23294129000000002
32tDFLBinFDqbj13qS6VjbhztHEtADVYNn,32tDFLBinFDqbj13qS6VjbhztHEtADVYNn,0.04222349
3DtfxWoRrdS2UaAttBCBYunmoEtbAMTW6J,3DtfxWoRrdS2UaAttBCBYunmoEtbAMTW6J,0.9738120800000001
1FoWyxwPXuj4C6abqwhjDWdz6D4PZgYRjA,1FoWyxwPXuj4C6abqwhjDWdz6D4PZgYRjA,-104.37656064000008
1E6xYqnUUQBRUkY7KSJayuHDakUu1tCduR,1E6xYqnUUQBRUkY7KSJayuHDakUu1tCduR,121.11462562
1ENVmRfve19WQBwYZc2H5VT8SsSMPEJoki,1ENVmRfve19WQBwYZc2H5VT8SsSMPEJoki,0.1727756
34NvAYgMwved2kFQwSHZsns68c3BACFDK2,34NvAYgMwved2kFQwSHZsns68c3BACFDK2,19.49848436
33UTVR1PoR8HavPWz55HauQeaevLKphjt8,33UTVR1PoR8HavPWz55HauQeaevLKphjt8,18.37883531
3HVXi46MJLRmwWZTzunw1DC9qjD5YL5j6t,3HVXi46MJLRmwWZTzunw1DC9qjD5YL5j6t,18.94309235
3KdFuNYhY6mnTCt77dpst6dCNVY3YCA1gz,3KdFuNYhY6mnTCt77dpst6dCNVY3YCA1gz,302.49724598000006
3KuoWj6WBbZqDy912vYEFoGH7tW7tLf4hK,3KuoWj6WBbZqDy912vYEFoGH7tW7tLf4hK,10.305329169999997
35wryXb5X39b6iVsqRDCz8saz1ZnrzWLtV,35wryXb5X39b6iVsqRDCz8saz1ZnrzWLtV,19.129753209999997
1AFpjzWNNtmMamjbbSSNLiVdktzrYMspCQ,1AFpjzWNNtmMamjbbSSNLiVdktzrYMspCQ,13.106403269999998
3LK1xC1aUZjJf3JMwXqwKJqBSqzQELoHGP,3LK1xC1aUZjJf3JMwXqwKJqBSqzQELoHGP,0.04090069
